followers,following,followers_ratio,mutual_connections,account_age,profile_complete,bio,comments,label
51003,2025,25.186666666666667,279,6,92,AI researcher,Great content!,0
29602,330,89.7030303030303,411,7,78,Tech enthusiast,Awesome!,1
10657,2487,4.28508242862887,277,11,80,Lover of nature,Great content!,1
8726,1156,7.548442906574395,492,8,52,Just another human,Love this!,1
88901,1891,47.01269169751454,15,12,99,AI researcher,Awesome!,1
87555,4478,19.552255471192495,12,2,87,Tech enthusiast,Love this!,0
89922,2186,41.13540713632205,355,14,60,Tech enthusiast,Awesome!,0
70326,4939,14.23891476007289,355,8,54,Lover of nature,Great content!,1
2378,2318,1.0258843830888698,317,9,80,AI researcher,Great content!,1
77585,3622,21.42048591938156,426,4,69,Just another human,Very interesting,1
6665,4492,1.4837488869100623,86,9,53,Just another human,Love this!,0
70041,2512,27.882563694267517,77,5,57,Just another human,Great content!,0
76439,450,169.86444444444444,415,0,91,Traveler and food lover,Awesome!,0
91093,1355,67.22730627306274,66,8,84,Traveler and food lover,Nice post!,0
87932,1294,67.95363214837712,346,8,62,AI researcher,Nice post!,0
55776,2466,22.618004866180048,210,5,98,Just another human,Nice post!,1
13413,3103,4.322591040928134,213,7,54,Tech enthusiast,Very interesting,1
32107,1850,17.355135135135136,184,3,89,Just another human,Great content!,1
78667,3176,24.769206549118387,448,4,68,AI researcher,Love this!,1
10976,4282,2.563288183092013,452,4,67,Just another human,Love this!,1
99167,3200,30.9896875,432,6,82,Lover of nature,Very interesting,1
93858,1234,76.05996758508914,32,6,53,Just another human,Awesome!,1
52931,1438,36.80876216968011,114,6,67,Tech enthusiast,Great content!,1
49736,3353,14.833283626603041,274,4,95,AI researcher,Great content!,1
50310,4031,12.480774001488465,419,3,73,AI researcher,Awesome!,1
22687,253,89.67193675889328,498,7,92,Tech enthusiast,Awesome!,1
55619,19,2927.315789473684,197,0,78,AI researcher,Great content!,1
96835,2760,35.085144927536234,379,0,80,Just another human,Great content!,0
56671,223,254.13004484304932,142,5,77,AI researcher,Nice post!,1
31034,3,10344.666666666666,227,1,58,Just another human,Love this!,0
70323,1260,55.81190476190476,119,11,94,AI researcher,Nice post!,1
53016,4950,10.71030303030303,352,2,75,Just another human,Nice post!,1
95295,4324,22.038621646623497,23,3,98,Just another human,Love this!,1
15348,4595,3.340152339499456,26,13,96,Tech enthusiast,Very interesting,1
68037,2569,26.48384585441806,432,1,51,Tech enthusiast,Very interesting,1
92782,1886,49.19512195121951,74,9,55,Traveler and food lover,Very interesting,1
80145,1300,61.65,240,6,78,Tech enthusiast,Very interesting,1
19518,2339,8.344591705857203,22,14,75,Just another human,Awesome!,1
3061,1077,2.842154131847725,160,9,77,Just another human,Nice post!,0
48757,3759,12.9707368981112,40,0,56,AI researcher,Awesome!,0
87152,3182,27.389063482086737,237,2,83,AI researcher,Awesome!,1
87245,4811,18.134483475368945,238,1,94,Traveler and food lover,Love this!,1
54031,948,56.994725738396625,55,12,59,Just another human,Very interesting,0
66422,3739,17.764642952661138,412,8,97,Traveler and food lover,Great content!,0
58345,2732,21.35614934114202,414,7,90,Just another human,Very interesting,0
56189,4008,14.019211576846308,448,2,89,Tech enthusiast,Nice post!,1
32103,870,36.9,97,4,96,AI researcher,Awesome!,1
69688,94,741.3617021276596,145,2,71,Traveler and food lover,Nice post!,1
80748,2988,27.02409638554217,465,13,76,Lover of nature,Awesome!,1
39744,4656,8.536082474226804,261,10,88,Just another human,Awesome!,1
72625,1776,40.89245495495496,435,12,71,Tech enthusiast,Awesome!,0
73533,2261,32.52233524988943,39,11,68,Lover of nature,Great content!,0
94486,436,216.71100917431193,192,10,85,Tech enthusiast,Very interesting,1
17029,4948,3.4415925626515764,238,11,58,Tech enthusiast,Awesome!,1
83623,4301,19.442687747035574,41,10,68,Just another human,Love this!,1
91804,3145,29.19046104928458,221,5,51,Tech enthusiast,Awesome!,0
86682,3588,24.15886287625418,195,4,77,Traveler and food lover,Very interesting,0
73857,77,959.1818181818181,287,10,88,Lover of nature,Very interesting,0
82760,816,101.42156862745098,9,1,71,Tech enthusiast,Great content!,1
79644,768,103.703125,234,13,55,Tech enthusiast,Awesome!,1
28261,3686,7.66711882799783,324,9,96,AI researcher,Love this!,0
25955,106,244.85849056603774,264,7,56,AI researcher,Great content!,1
90862,3917,23.19683431197345,68,5,55,Traveler and food lover,Great content!,1
32227,2874,11.213291579679888,444,13,82,AI researcher,Awesome!,0
8318,3347,2.4852106363907978,138,14,63,Tech enthusiast,Awesome!,1
5959,3149,1.8923467767545252,354,2,50,Tech enthusiast,Great content!,0
52000,3149,16.51317878691648,218,12,74,Lover of nature,Great content!,1
1160,1466,0.791268758526603,195,14,55,AI researcher,Great content!,0
89490,2588,34.57882534775889,73,12,77,Just another human,Nice post!,1
74750,245,305.1020408163265,102,0,67,AI researcher,Great content!,1
66627,2626,25.37204874333587,224,4,76,Tech enthusiast,Very interesting,1
94851,3850,24.636623376623376,122,11,98,Lover of nature,Love this!,1
16906,1406,12.024182076813656,101,10,51,AI researcher,Love this!,1
46185,982,47.031568228105904,263,1,89,Lover of nature,Awesome!,1
7815,3809,2.051719611446574,432,12,70,AI researcher,Great content!,0
5247,142,36.95070422535211,407,1,72,Traveler and food lover,Love this!,1
20066,893,22.470324748040312,486,8,51,Tech enthusiast,Love this!,1
45553,2400,18.980416666666667,160,10,65,Tech enthusiast,Very interesting,0
56566,4641,12.188321482439129,232,12,53,Just another human,Very interesting,1
3353,2961,1.132387706855792,490,14,83,Tech enthusiast,Nice post!,0
13510,2200,6.140909090909091,274,9,54,Just another human,Nice post!,1
53232,1470,36.21224489795918,257,6,98,Tech enthusiast,Love this!,0
29385,2701,10.879303961495742,310,5,83,AI researcher,Awesome!,1
9672,3006,3.2175648702594812,138,14,71,AI researcher,Love this!,0
16974,4859,3.493311380942581,226,12,95,Traveler and food lover,Awesome!,0
59648,3375,17.67348148148148,272,0,69,AI researcher,Love this!,1
73676,4720,15.609322033898305,425,14,88,Lover of nature,Very interesting,1
85077,656,129.6905487804878,316,13,96,AI researcher,Great content!,0
67225,2769,24.277717587576742,386,9,99,Just another human,Love this!,1
69052,43,1605.860465116279,85,1,62,Traveler and food lover,Nice post!,0
13294,2312,5.75,290,10,93,Lover of nature,Awesome!,1
72799,1661,43.828416616496085,468,6,83,Lover of nature,Awesome!,0
84674,4692,18.046462063086103,216,14,93,Tech enthusiast,Love this!,0
93478,2225,42.01258426966292,358,2,55,Just another human,Awesome!,1
61399,2111,29.08526764566556,65,1,78,AI researcher,Nice post!,0
9445,958,9.859081419624218,256,5,82,AI researcher,Very interesting,0
54350,561,96.88057040998217,134,7,50,Tech enthusiast,Great content!,1
44088,1331,33.12396694214876,403,14,96,AI researcher,Great content!,1
78842,1313,60.04722010662605,426,7,97,Lover of nature,Awesome!,0
51303,1822,28.157519209659714,374,10,56,AI researcher,Love this!,0
95991,3003,31.965034965034967,389,1,71,AI researcher,Awesome!,1
78791,3404,23.146592244418333,54,5,81,Lover of nature,Nice post!,1
60413,4946,12.214516781237364,355,11,63,Just another human,Love this!,1
29134,2652,10.985671191553545,242,4,73,Just another human,Very interesting,1
95445,1815,52.586776859504134,251,6,68,Lover of nature,Nice post!,1
43929,1742,25.21756601607348,20,3,76,Lover of nature,Very interesting,0
35257,4702,7.498298596341982,306,11,72,Traveler and food lover,Love this!,1
94768,3809,24.880021002887897,429,12,94,Traveler and food lover,Very interesting,0
91757,2878,31.882209867963862,162,1,70,AI researcher,Nice post!,1
62762,3271,19.18740446346683,355,9,93,AI researcher,Nice post!,0
56583,4084,13.854799216454456,263,2,78,Traveler and food lover,Awesome!,0
59111,746,79.2372654155496,497,8,50,AI researcher,Love this!,0
26656,558,47.770609318996414,67,9,80,Just another human,Great content!,1
23059,3302,6.983343428225318,106,7,76,Just another human,Great content!,1
79615,942,84.51698513800424,399,12,93,Tech enthusiast,Very interesting,1
98126,4024,24.385188866799204,66,8,85,Traveler and food lover,Great content!,1
97389,2297,42.398345668262955,198,4,76,Just another human,Great content!,0
68395,940,72.76063829787235,191,12,64,Tech enthusiast,Nice post!,1
40168,1611,24.933581626319057,1,4,74,Lover of nature,Nice post!,0
65427,1726,37.906720741599074,256,6,97,Just another human,Nice post!,0
23299,985,23.653807106598986,441,6,64,Tech enthusiast,Great content!,1
9833,1588,6.192065491183879,0,0,89,AI researcher,Very interesting,1
60170,4022,14.960218796618598,357,11,68,Tech enthusiast,Love this!,1
41985,1337,31.402393418100225,114,14,96,Just another human,Awesome!,1
9550,3138,3.0433397068196304,390,13,99,AI researcher,Very interesting,0
16374,662,24.734138972809667,87,4,60,AI researcher,Nice post!,1
4621,33,140.03030303030303,196,7,90,Tech enthusiast,Very interesting,1
27673,3415,8.103367496339677,468,6,82,Tech enthusiast,Love this!,1
52001,1157,44.94468452895419,91,10,90,Just another human,Nice post!,0
57689,3127,18.4486728493764,273,1,72,AI researcher,Love this!,1
30987,61,507.9836065573771,343,13,61,Traveler and food lover,Awesome!,0
94714,3929,24.10638839399338,159,7,51,Tech enthusiast,Very interesting,1
49125,1544,31.816709844559586,172,1,92,Traveler and food lover,Awesome!,0
91017,272,334.62132352941177,32,9,70,Traveler and food lover,Great content!,1
88233,4077,21.641648270787343,457,0,63,AI researcher,Very interesting,1
60900,3389,17.969902626143405,72,10,83,Just another human,Great content!,1
66397,2753,24.11805303305485,432,10,64,Traveler and food lover,Love this!,1
18081,2710,6.671955719557196,416,13,70,Just another human,Great content!,0
59285,1155,51.32900432900433,480,10,72,Tech enthusiast,Love this!,0
72379,4406,16.427371765773945,454,2,70,AI researcher,Awesome!,0
11948,3854,3.100155682407888,195,2,99,Lover of nature,Nice post!,0
35205,1746,20.16323024054983,283,5,63,AI researcher,Awesome!,1
91690,3433,26.708418293038157,86,11,70,Lover of nature,Great content!,1
4010,338,11.863905325443787,308,2,61,Tech enthusiast,Love this!,0
70598,10,7059.8,223,6,91,Just another human,Great content!,1
93620,4145,22.58624849215923,43,7,95,Tech enthusiast,Nice post!,1
97866,731,133.8796169630643,335,2,96,AI researcher,Very interesting,1
38314,4891,7.833571866693927,493,8,54,Lover of nature,Very interesting,1
69459,1649,42.12189205579139,438,0,51,Lover of nature,Very interesting,1
82996,4229,19.625443367226296,137,14,71,AI researcher,Great content!,1
89653,3655,24.528864569083446,269,2,55,AI researcher,Very interesting,1
20774,2131,9.748474894415768,358,11,93,Tech enthusiast,Love this!,1
86037,4472,19.239042933810374,35,2,51,Traveler and food lover,Nice post!,1
38504,2397,16.063412599082184,33,6,78,Lover of nature,Awesome!,1
3383,4367,0.7746736890313717,87,10,85,AI researcher,Love this!,0
12171,1507,8.076310550763106,145,10,56,Tech enthusiast,Nice post!,1
97542,2159,45.17924965261695,15,4,65,Traveler and food lover,Awesome!,0
92668,2917,31.768255056564964,232,3,82,Just another human,Very interesting,1
27360,4172,6.5580057526366256,420,1,82,AI researcher,Awesome!,1
93018,3230,28.79814241486068,40,6,63,Traveler and food lover,Great content!,1
94307,3604,26.167314095449502,254,2,92,Just another human,Great content!,1
25361,1667,15.213557288542292,280,6,61,Just another human,Very interesting,1
88678,4425,20.040225988700566,125,9,92,Tech enthusiast,Very interesting,0
15315,4137,3.7019579405366208,7,11,55,Lover of nature,Love this!,0
75363,2970,25.374747474747476,471,6,61,AI researcher,Love this!,1
76807,2690,28.55278810408922,467,10,80,Traveler and food lover,Great content!,1
65963,2327,28.346798452943705,367,1,61,Just another human,Nice post!,1
57468,2811,20.443970117395946,349,6,59,Lover of nature,Love this!,1
20368,2517,8.092173222089789,339,5,89,Just another human,Nice post!,1
3277,3472,0.943836405529954,401,9,76,AI researcher,Great content!,0
82755,13,6365.7692307692305,323,3,56,AI researcher,Love this!,0
89598,2971,30.15752271962302,175,10,95,Tech enthusiast,Nice post!,1
38523,3622,10.63583655438984,227,4,85,AI researcher,Nice post!,0
26102,3684,7.085233441910966,453,11,82,AI researcher,Love this!,0
11348,3474,3.2665515256188833,322,7,76,AI researcher,Very interesting,0
422,3123,0.1351264809478066,401,4,57,Lover of nature,Awesome!,0
7553,3465,2.17979797979798,366,2,54,Traveler and food lover,Very interesting,1
33506,653,51.31087289433384,487,1,57,Traveler and food lover,Awesome!,0
60702,621,97.7487922705314,17,5,89,AI researcher,Nice post!,0
89094,3791,23.50145080453706,55,5,70,Traveler and food lover,Love this!,0
92930,1646,56.45808019441069,406,6,73,AI researcher,Great content!,1
44435,2244,19.80169340463458,34,7,56,Traveler and food lover,Love this!,1
38766,4513,8.589851539995568,389,3,68,Traveler and food lover,Very interesting,1
18898,4760,3.970168067226891,117,11,80,Just another human,Awesome!,0
35745,3492,10.236254295532646,281,7,85,Lover of nature,Love this!,0
47305,3712,12.743803879310345,253,11,76,Just another human,Awesome!,1
83052,3689,22.51341827053402,212,0,78,Just another human,Very interesting,0
86009,1380,62.32536231884058,60,5,72,Traveler and food lover,Very interesting,1
17965,4244,4.233034872761546,87,5,69,Tech enthusiast,Love this!,1
37851,2046,18.5,270,2,55,Tech enthusiast,Great content!,0
70650,3049,23.17153164972122,346,8,61,Lover of nature,Great content!,0
65520,1389,47.17062634989201,31,11,99,AI researcher,Awesome!,0
34921,402,86.8681592039801,395,11,61,Traveler and food lover,Love this!,0
59041,2654,22.246043707611154,132,4,99,Lover of nature,Nice post!,0
88736,4325,20.516994219653178,63,14,52,Just another human,Very interesting,0
7367,3924,1.877420998980632,198,0,91,Traveler and food lover,Awesome!,1
32489,268,121.2276119402985,255,6,88,Just another human,Very interesting,0
61486,4222,14.563240170535291,341,9,84,Lover of nature,Awesome!,0
44821,1726,25.968134414831983,154,14,68,Tech enthusiast,Love this!,1
36218,1113,32.540880503144656,462,13,94,Lover of nature,Awesome!,1
20160,2676,7.533632286995516,230,2,53,Traveler and food lover,Awesome!,1
71190,4785,14.877742946708464,300,9,80,Traveler and food lover,Nice post!,1
43296,1281,33.79859484777518,34,9,91,AI researcher,Awesome!,1
68460,1233,55.523114355231144,25,10,87,Tech enthusiast,Great content!,1
21362,4377,4.880511766049806,22,3,82,Traveler and food lover,Awesome!,1
55079,4539,12.134611147829919,140,5,55,Tech enthusiast,Awesome!,0
14407,1864,7.729077253218884,473,7,57,Traveler and food lover,Love this!,1
41565,4933,8.425907155888911,386,12,77,Tech enthusiast,Awesome!,0
46969,4485,10.472463768115942,284,3,64,Lover of nature,Nice post!,1
738,617,1.1961102106969206,449,14,80,Tech enthusiast,Love this!,0
50527,147,343.72108843537416,319,11,57,Just another human,Very interesting,1
66244,4617,14.347844920944336,155,8,55,Lover of nature,Great content!,1
39964,4726,8.456199746085485,470,7,78,Traveler and food lover,Great content!,0
47290,3678,12.85753126699293,419,9,95,Traveler and food lover,Very interesting,1
79469,289,274.97923875432525,112,9,83,AI researcher,Awesome!,1
16789,1410,11.90709219858156,389,5,56,Just another human,Nice post!,0
63942,14,4567.285714285715,138,6,89,AI researcher,Nice post!,0
72946,257,283.8365758754864,421,7,59,Lover of nature,Nice post!,0
24476,1722,14.213704994192799,373,1,62,AI researcher,Nice post!,0
36949,1424,25.947331460674157,417,4,71,Lover of nature,Awesome!,0
69906,4954,14.11102139685103,208,12,70,AI researcher,Very interesting,1
35280,2991,11.795386158475427,322,6,50,Tech enthusiast,Very interesting,1
59173,1196,49.475752508361204,363,7,90,Lover of nature,Great content!,1
82647,4560,18.124342105263157,429,4,91,Lover of nature,Very interesting,1
51944,4366,11.897388914338066,481,2,51,Tech enthusiast,Nice post!,1
64905,1245,52.13253012048193,85,14,78,Tech enthusiast,Awesome!,1
32317,3224,10.023883374689825,284,5,60,Just another human,Love this!,1
54108,3471,15.588591184096803,59,4,86,Tech enthusiast,Love this!,0
60931,4168,14.61876199616123,53,7,99,AI researcher,Nice post!,1
5496,3970,1.3843828715365238,92,8,56,Tech enthusiast,Great content!,1
8345,1307,6.384850803366488,324,8,84,Tech enthusiast,Love this!,0
86910,2122,40.95664467483506,457,11,79,Lover of nature,Nice post!,1
89122,2403,37.087806908031624,457,11,65,Lover of nature,Awesome!,1
97213,497,195.59959758551307,372,5,64,Tech enthusiast,Love this!,0
11140,3400,3.276470588235294,264,14,89,Just another human,Nice post!,0
87518,3607,24.26337676739673,381,3,69,Lover of nature,Love this!,1
60576,910,66.56703296703297,212,3,77,AI researcher,Awesome!,1
66713,373,178.85522788203752,332,8,86,AI researcher,Very interesting,0
27202,4458,6.101839389860924,9,3,52,Tech enthusiast,Very interesting,1
1072,1345,0.7970260223048327,357,7,78,Tech enthusiast,Awesome!,1
84086,324,259.5246913580247,202,8,86,Just another human,Awesome!,1
